example wave
                                     -- fourier and inverse transforms --
    m    data      k    fourier transform : real-imag amp-phase    inverse transform

    0   5.0000000000     0  -5.0000000000   0.0000000000     5.0000000000  -0.0000000000     5.0000000000   0.0000007153
    1  32.0000000000     1   2.4574089050  22.7774391174    22.9096183777   1.4633241892    32.0000000000  -0.0000020061
    2  38.0000000000     2  22.3170661926  37.3371124268    43.4984054565   1.0320564508    38.0000000000  -0.0000023842
    3 -33.0000000000     3  47.9115867615  38.3119659424    61.3459587097   0.6745206714   -33.0000000000   0.0000005364
    4 -19.0000000000     4  70.7847137451  25.0849781036    75.0981445313   0.3405751586   -19.0000000000   0.0000001975
    5 -10.0000000000     5  83.8186035156   1.9873161316    83.8421630859   0.0237052850   -10.0000019073   0.0000001137
    6   1.0000000000     6  83.9823608398 -23.4708843231    87.2004547119  -0.2725208700     1.0000000000   0.0000000261
    7  -8.0000000000     7  73.4674987793 -43.8352813721    85.5511856079  -0.5379616618    -7.9999995232  -0.0000011176
    8 -20.0000000000     8  58.4472160339 -55.0918769836    80.3193130493  -0.7558544874   -20.0000000000  -0.0000003950
    9  10.0000000000     9  45.7503662109 -58.4972763062    74.2632293701  -0.9070695043    10.0000000000   0.0000004749
   10  -1.0000000000    10  38.9676170349 -59.6304855347    71.2339096069  -0.9919752479    -1.0000007153  -0.0000003912
   11   0.0000000000    11  36.1674957275 -64.8110656738    74.2196884155  -1.0617974997    -0.0000000254   0.0000009323
   12   0.0000000000    12  30.8596706390 -76.6739654541    82.6511688232  -1.1881545782    -0.0000001163  -0.0000000982
   13   0.0000000000    13  16.1055526733 -91.5797119141    92.9851226807  -1.3967126608     0.0000002663   0.0000005973
   14   0.0000000000    14 -10.3916778564-100.8547210693   101.3886642456   1.4681224823     0.0000003472  -0.0000001214
   15   0.0000000000    15 -43.4343490601 -95.6843872070   105.0811309814   1.1446760893    -0.0000007291  -0.0000000764
   16   0.0000000000    16 -72.0000000000 -72.9999923706   102.5329132080   0.7922945619     0.0000000000  -0.0000002384
   17   0.0000000000    17 -85.0488128662 -38.5830802917    93.3914031982   0.4258918166     0.0000001928   0.0000005610
   18   0.0000000000    18 -78.2239608765  -4.9007377625    78.3773269653   0.0625683069    -0.0000004199   0.0000012465
   19   0.0000000000    19 -57.1263275146  15.6067008972    59.2198143005  -0.2666885257    -0.0000002282  -0.0000004864
   20   0.0000000000    20 -34.5997848511  17.8945617676    38.9533119202  -0.4773025215     0.0000000741   0.0000001518
   21   0.0000000000    21 -23.2128467560   7.5555191040    24.4115161896  -0.3146738410     0.0000007298  -0.0000008961
   22   0.0000000000    22 -27.4859848022  -2.5455894470    27.6036109924   0.0923506543    -0.0000003250   0.0000002070
   23   0.0000000000    23 -40.9799957275  -0.4739780426    40.9827384949   0.0115655670    -0.0000001718   0.0000009878
   24   0.0000000000    24 -50.4472160339  16.9081115723    53.2053184509  -0.3233976364     0.0000004768   0.0000003372
   25   0.0000000000    25 -44.5915679932  41.6726036072    61.0328903198  -0.7515735626    -0.0000001256   0.0000004634
   26   0.0000000000    26 -21.7238731384  59.8738937378    63.6930923462  -1.2227402925     0.0000007908  -0.0000002395
   27   0.0000000000    27   8.8792228699  60.7075843811    61.3534965515   1.4255639315     0.0000007504   0.0000012717
   28   0.0000000000    28  32.9553909302  43.6535110474    54.6963157654   0.9241468310     0.0000002091   0.0000003562
   29   0.0000000000    29  40.5937843323  18.7149944305    44.7001838684   0.4319894016    -0.0000001791   0.0000000116
   30   0.0000000000    30  32.5584487915  -0.4490089417    32.5615463257  -0.0137899835     0.0000005061  -0.0000001903
   31   0.0000000000    31  19.2423667908  -5.7737274170    20.0899124146  -0.2915053070    -0.0000000639   0.0000007355
   32   0.0000000000    32  13.0000000000   0.0000000000    13.0000000000   0.0000000000     0.0000000000  -0.0000002384
   33   0.0000000000    33  19.2423744202   5.7737302780    20.0899219513   0.2915053368     0.0000009537   0.0000001993
   34   0.0000000000    34  32.5584602356   0.4490070343    32.5615577698   0.0137899201     0.0000019073   0.0000016689
   35   0.0000000000    35  40.5937843323 -18.7149982452    44.7001838684  -0.4319894612     0.0000000000  -0.0000023246
   36   0.0000000000    36  32.9553947449 -43.6535186768    54.6963233948  -0.9241468310     0.0000000000   0.0000001975
   37   0.0000000000    37   8.8792228699 -60.7076072693    61.3535194397  -1.4255640507     0.0000000000   0.0000008289
   38   0.0000000000    38 -21.7238807678 -59.8738937378    63.6930923462   1.2227401733     0.0000001490  -0.0000004806
   39   0.0000000000    39 -44.5915679932 -41.6726074219    61.0328941345   0.7515736222     0.0000004768  -0.0000002831
   40   0.0000000000    40 -50.4472160339 -16.9081153870    53.2053184509   0.3233976960     0.0000000000   0.0000003950
   41   0.0000000000    41 -40.9799957275   0.4739894867    40.9827384949  -0.0115658464    -0.0000009537   0.0000003557
   42   0.0000000000    42 -27.4859809875   2.5455913544    27.6036090851  -0.0923507288     0.0000002980  -0.0000001229
   43   0.0000000000    43 -23.2128467560  -7.5555095673    24.4115123749   0.3146734536     0.0000011106   0.0000000868
   44   0.0000000000    44 -34.5997772217 -17.8945617676    38.9533042908   0.4773026109    -0.0000001919   0.0000002668
   45   0.0000000000    45 -57.1263198853 -15.6066894531    59.2198028564   0.2666884065     0.0000002037   0.0000002984
   46   0.0000000000    46 -78.2239532471   4.9007415771    78.3773193359  -0.0625683591    -0.0000015042   0.0000006683
   47   0.0000000000    47 -85.0488052368  38.5830841064    93.3914031982  -0.4258918762     0.0000000009   0.0000003942
   48   0.0000000000    48 -72.0000000000  72.9999923706   102.5329132080  -0.7922945619     0.0000000000  -0.0000002384
   49   0.0000000000    49 -43.4343605042  95.6843872070   105.0811386108  -1.1446759701     0.0000007608  -0.0000003413
   50   0.0000000000    50 -10.3916778564 100.8547363281   101.3886795044  -1.4681226015     0.0000004199  -0.0000005312
   51   0.0000000000    51  16.1055469513  91.5797119141    92.9851150513   1.3967127800     0.0000002282  -0.0000003480
   52   0.0000000000    52  30.8596725464  76.6739654541    82.6511764526   1.1881545782     0.0000008796  -0.0000005468
   53   0.0000000000    53  36.1675033569  64.8110733032    74.2196960449   1.0617973804     0.0000007007   0.0000001697
   54   0.0000000000    54  38.9676208496  59.6304817200    71.2339096069   0.9919751883    -0.0000005393  -0.0000004380
   55   0.0000000000    55  45.7503662109  58.4972763062    74.2632293701   0.9070695043     0.0000008870  -0.0000003023
   56   0.0000000000    56  58.4472160339  55.0918807983    80.3193130493   0.7558544874     0.0000004768  -0.0000003372
   57   0.0000000000    57  73.4674987793  43.8352851868    85.5511856079   0.5379616618     0.0000010793  -0.0000014507
   58   0.0000000000    58  83.9823455811  23.4708805084    87.2004394531   0.2725208700    -0.0000003736   0.0000007536
   59   0.0000000000    59  83.8186035156  -1.9873123169    83.8421630859  -0.0237052403     0.0000000717  -0.0000015755
   60   0.0000000000    60  70.7847213745 -25.0849761963    75.0981521606  -0.3405750692    -0.0000008545  -0.0000005248
   61   0.0000000000    61  47.9115867615 -38.3119583130    61.3459548950  -0.6745206118     0.0000001859   0.0000006202
   62   0.0000000000    62  22.3170700073 -37.3371047974    43.4984016418  -1.0320562124     0.0000014258   0.0000003287
   63   0.0000000000    63   2.4574165344 -22.7774429321    22.9096221924  -1.4633238316    -0.0000008768   0.0000015693

     analytic function
       m     real       imag       amp     phase

       0   4.9999995232 -12.1177959442   6.5544066429 -67.5781555176
       1  31.9999961853 -15.3007669449  17.7349452972 -25.5547485352
       2  38.0000000000  43.5784225464  28.9096813202  48.9118576050
       3 -33.0000000000  39.6833419800  25.8058509827 -50.2536582947
       4 -19.0000000000  -7.4512448311  10.2044239044  21.4136600494
       5 -10.0000000000   0.2452571988   5.0015034676  -1.4049385786
       6   1.0000011921  -6.3388204575   3.2086074352 -81.0350036621
       7  -7.9999990463  14.7436656952   8.3871278763 -61.5154838562
       8 -20.0000000000 -14.8788213730  12.4637403488  36.6470718384
       9  10.0000019073 -10.5965700150   7.2850418091 -46.6590766907
      10  -0.9999988079   2.6603221893   1.4210306406 -69.3990631104
      11  -0.0000001788  -3.6127338409   1.8063669205  89.9999923706
      12   0.0000002906  -0.2767269015   0.1383634508 -89.9999389648
      13   0.0000003129  -1.6819481850   0.8409740925 -89.9999847412
      14   0.0000004917  -0.4840516150   0.2420258075 -89.9999389648
      15  -0.0000012051  -1.0224996805   0.5112498403  89.9999313354
      16   0.0000003595  -0.4637271464   0.2318635732 -89.9999542236
      17   0.0000013113  -0.7054091692   0.3527045846 -89.9998931885
      18  -0.0000026971  -0.4091921747   0.2045960873  89.9996185303
      19   0.0000001583  -0.5296182036   0.2648091018 -89.9999771118
      20   0.0000005066  -0.3535225987   0.1767612994 -89.9999160767
      21   0.0000011399  -0.4241556823   0.2120778412 -89.9998397827
      22   0.0000014529  -0.3031577170   0.1515788585 -89.9997253418
      23  -0.0000000149  -0.3580883443   0.1790441722  89.9999923706
      24   0.0000002533  -0.2587044835   0.1293522418 -89.9999389648
      25  -0.0000005215  -0.3160971403   0.1580485702  89.9999008179
      26  -0.0000000689  -0.2194245011   0.1097122505  89.9999771118
      27   0.0000008345  -0.2899136543   0.1449568272 -89.9998321533
      28  -0.0000008680  -0.1843798608   0.0921899304  89.9997253418
      29   0.0000004321  -0.2748246193   0.1374123096 -89.9999084473
      30   0.0000006855  -0.1527281404   0.0763640702 -89.9997406006
      31  -0.0000005066  -0.2680528164   0.1340264082  89.9998855591
      32  -0.0000004768  -0.1237721443   0.0618860722  89.9997787476
      33   0.0000009537  -0.2679929733   0.1339964867 -89.9997940063
      34   0.0000000000  -0.0969486237   0.0484743118 -90.0000000000
      35   0.0000000000  -0.2737827301   0.1368913651 -90.0000000000
      36  -0.0000009537  -0.0718331337   0.0359165668  89.9992370605
      37  -0.0000009537  -0.2851209044   0.1425604522  89.9998092651
      38  -0.0000000596  -0.0480911732   0.0240455866  89.9999237061
      39   0.0000019073  -0.3021607399   0.1510803699 -89.9996337891
      40   0.0000000000  -0.0255002975   0.0127501488 -90.0000000000
      41   0.0000000000  -0.3255338669   0.1627669334 -90.0000000000
      42   0.0000000894  -0.0039687157   0.0019843578 -89.9987030029
      43   0.0000011325  -0.3564343452   0.1782171726 -89.9998168945
      44   0.0000003800   0.0164492577   0.0082246289  89.9986724854
      45   0.0000002533  -0.3968111873   0.1984055936 -89.9999618530
      46  -0.0000007600   0.0354329646   0.0177164823 -89.9987716675
      47  -0.0000001658  -0.4497715235   0.2248857617  89.9999771118
      48  -0.0000005980   0.0522104800   0.0261052400 -89.9993438721
      49   0.0000005960  -0.5202754736   0.2601377368 -89.9999313354
      50   0.0000026971   0.0651484430   0.0325742215  89.9976272583
      51  -0.0000001583  -0.6165266633   0.3082633317  89.9999847412
      52   0.0000014007   0.0708046705   0.0354023352  89.9988632202
      53  -0.0000001863  -0.7528043985   0.3764021993  89.9999847412
      54  -0.0000010952   0.0616907179   0.0308453590 -89.9989776611
      55   0.0000009686  -0.9558440447   0.4779220223 -89.9999389648
      56  -0.0000002533   0.0201709718   0.0100854859 -89.9992752075
      57   0.0000000447  -1.2810679674   0.6405339837 -89.9999923706
      58  -0.0000011828  -0.1007474512   0.0503737256  89.9993286133
      59   0.0000001192  -1.8621912003   0.9310956001 -89.9999923706
      60   0.0000001974  -0.4536049962   0.2268024981 -89.9999694824
      61  -0.0000009984  -3.1158869267   1.5579434633  89.9999771118
      62   0.0000001192  -1.7438864708   0.8719432354 -89.9999923706
      63  -0.0000012219  -7.5293807983   3.7646903992  89.9999847412

     white spectrum
       m     real       imag       amp     phase

       0  -0.5000000000   0.0000000000   0.5000000000  -0.0000000000
       1   0.1072653830   0.9942304492   1.0000000000   1.4633241892
       2   0.5130547881   0.8583558798   1.0000000000   1.0320564508
       3   0.7810063958   0.6245230436   1.0000000000   0.6745206714
       4   0.9425626993   0.3340292573   1.0000000000   0.3405751586
       5   0.9997190237   0.0237030648   1.0000000000   0.0237052869
       6   0.9630954266  -0.2691601217   1.0000000000  -0.2725208700
       7   0.8587548733  -0.5123866200   1.0000000000  -0.5379616618
       8   0.7276856899  -0.6859107018   1.0000000000  -0.7558544874
       9   0.6160567999  -0.7877017260   1.0000000000  -0.9070694447
      10   0.5470374823  -0.8371081352   1.0000000000  -0.9919751883
      11   0.4873032570  -0.8732327819   1.0000000000  -1.0617974997
      12   0.3733724356  -0.9276815057   1.0000000000  -1.1881545782
      13   0.1732057035  -0.9848856926   1.0000000000  -1.3967126608
      14  -0.1024934873  -0.9947336912   1.0000000000   1.4681224823
      15  -0.4133410752  -0.9105762839   1.0000000000   1.1446760893
      16  -0.7022135258  -0.7119663954   1.0000000000   0.7922945023
      17  -0.9106706381  -0.4131330848   1.0000000000   0.4258918166
      18  -0.9980432391  -0.0625274926   1.0000000000   0.0625683069
      19  -0.9646489024   0.2635385096   1.0000000000  -0.2666885555
      20  -0.8882372975   0.4593848586   1.0000000000  -0.4773025215
      21  -0.9508973956   0.3095063567   1.0000000000  -0.3146738410
      22  -0.9957386851  -0.0922194347   1.0000000000   0.0923506543
      23  -0.9999331236  -0.0115653099   1.0000000000   0.0115655679
      24  -0.9481611848   0.3177898824   1.0000000000  -0.3233976066
      25  -0.7306153774   0.6827892661   1.0000000000  -0.7515735626
      26  -0.3410710990   0.9400374889   1.0000000000  -1.2227402925
      27   0.1447223574   0.9894723296   1.0000000000   1.4255639315
      28   0.6025157571   0.7981069684   1.0000000000   0.9241467714
      29   0.9081346393   0.4186782539   1.0000000000   0.4319894016
      30   0.9999049306  -0.0137895467   1.0000000000  -0.0137899835
      31   0.9578123689  -0.2873943448   1.0000000000  -0.2915052772
      32   0.5000000000   0.0000000000   0.5000000000   0.0000000000
      33   0.0000000000   0.0000000000   0.0000000000            NaN
      34   0.0000000000   0.0000000000   0.0000000000            NaN
      35   0.0000000000   0.0000000000   0.0000000000            NaN
      36   0.0000000000   0.0000000000   0.0000000000            NaN
      37   0.0000000000   0.0000000000   0.0000000000            NaN
      38   0.0000000000   0.0000000000   0.0000000000            NaN
      39   0.0000000000   0.0000000000   0.0000000000            NaN
      40   0.0000000000   0.0000000000   0.0000000000            NaN
      41   0.0000000000   0.0000000000   0.0000000000            NaN
      42   0.0000000000   0.0000000000   0.0000000000            NaN
      43   0.0000000000   0.0000000000   0.0000000000            NaN
      44   0.0000000000   0.0000000000   0.0000000000            NaN
      45   0.0000000000   0.0000000000   0.0000000000            NaN
      46   0.0000000000   0.0000000000   0.0000000000            NaN
      47   0.0000000000   0.0000000000   0.0000000000            NaN
      48   0.0000000000   0.0000000000   0.0000000000            NaN
