0.005000	0	0	0
0.015000	16	1	0
0.025000	480	155	0
0.035000	591	523	0
0.045000	396	522	2
0.055000	240	358	0
0.065000	141	184	8
0.075000	91	134	34
0.085000	80	85	81
0.095000	58	74	111
0.105000	42	48	157
0.115000	30	29	154
0.125000	26	38	142
0.135000	22	28	137
0.145000	16	19	127
0.155000	17	28	93
0.165000	17	16	85
0.175000	10	12	81
0.185000	7	13	67
0.195000	11	8	70
0.205000	2	9	65
0.215000	5	6	62
0.225000	7	8	53
0.235000	4	8	52
0.245000	8	5	50
0.255000	9	7	43
0.265000	5	2	41
0.275000	0	6	34
0.285000	6	6	29
0.295000	5	1	35
0.305000	5	3	38
0.315000	4	4	23
0.325000	2	7	30
0.335000	1	7	21
0.345000	4	4	21
0.355000	4	3	36
0.365000	1	3	31
0.375000	3	2	38
0.385000	2	2	22
0.395000	1	2	13
0.405000	1	2	13
0.415000	3	1	12
0.425000	2	2	10
0.435000	3	1	12
0.445000	1	1	10
0.455000	1	1	10
0.465000	4	2	6
0.475000	2	1	7
0.485000	2	2	16
0.495000	3	1	12
0.505000	1	3	4
0.515000	1	0	10
0.525000	4	3	5
0.535000	0	1	6
0.545000	2	0	5
0.555000	2	1	8
0.565000	2	3	5
0.575000	1	2	3
0.585000	1	0	7
0.595000	0	2	7
0.605000	1	1	6
0.615000	0	1	1
0.625000	0	0	5
0.635000	1	0	2
0.645000	2	1	2
0.655000	2	1	2
0.665000	2	1	4
0.675000	0	0	3
0.685000	0	3	2
0.695000	1	0	3
0.705000	0	1	5
0.715000	0	2	4
0.725000	3	0	2
0.735000	0	0	2
0.745000	0	0	4
0.755000	1	0	1
0.765000	1	0	2
0.775000	0	1	2
0.785000	0	4	1
0.795000	0	1	0
0.805000	0	0	1
0.815000	1	0	2
0.825000	0	0	1
0.835000	0	0	2
0.845000	0	0	0
0.855000	0	0	0
0.865000	0	0	2
0.875000	1	0	4
0.885000	0	0	1
0.895000	0	0	0
0.905000	0	0	0
0.915000	0	1	0
0.925000	0	1	2
0.935000	0	0	1
0.945000	0	0	0
0.955000	0	0	1
0.965000	0	0	2
0.975000	0	0	1
0.985000	1	0	2
0.995000	0	0	2
1.005000	0	0	1
1.015000	0	1	0
1.025000	0	1	1
1.035000	0	0	0
1.045000	0	0	2
1.055000	1	1	3
1.065000	0	0	0
1.075000	0	1	1
1.085000	0	0	0
1.095000	0	0	2
1.105000	0	0	0
1.115000	0	0	0
1.125000	0	0	1
1.135000	1	0	3
1.145000	0	0	1
1.155000	0	1	1
1.165000	1	0	1
1.175000	0	0	2
1.185000	1	0	0
1.195000	0	1	0
1.205000	0	1	1
1.215000	1	0	0
1.225000	0	0	0
1.235000	0	0	0
1.245000	0	0	2
1.255000	0	0	0
1.265000	0	0	0
1.275000	0	0	0
1.285000	0	0	0
1.295000	0	0	2
1.305000	0	0	0
1.315000	0	0	1
1.325000	0	0	0
1.335000	0	0	2
1.345000	0	0	0
1.355000	0	0	1
1.365000	0	0	0
1.375000	0	0	1
1.385000	0	0	1
1.395000	0	0	0
1.405000	0	1	0
1.415000	0	0	0
1.425000	1	0	0
1.435000	0	0	1
1.445000	0	0	1
1.455000	0	0	1
1.465000	0	0	3
1.475000	1	0	1
1.485000	1	0	2
1.495000	0	0	0
1.505000	0	0	0
1.515000	0	0	2
1.525000	0	0	1
1.535000	0	0	1
1.545000	1	0	0
1.555000	0	1	0
1.565000	0	0	0
1.575000	0	0	1
1.585000	0	0	2
1.595000	0	0	0
1.605000	0	0	1
1.615000	0	0	0
1.625000	0	0	2
1.635000	0	1	0
1.645000	0	0	0
1.655000	0	0	0
1.665000	0	0	0
1.675000	0	0	0
1.685000	0	0	1
1.695000	0	0	1
1.705000	0	0	0
1.715000	0	0	0
1.725000	0	1	1
1.735000	0	0	0
1.745000	0	0	0
1.755000	0	0	0
1.765000	0	0	0
1.775000	0	0	0
1.785000	1	0	0
1.795000	0	0	0
1.805000	0	1	0
1.815000	0	0	0
1.825000	0	0	0
1.835000	0	0	0
1.845000	0	0	0
1.855000	0	0	0
1.865000	0	0	0
1.875000	0	0	0
1.885000	0	0	0
1.895000	0	0	0
1.905000	0	0	2
1.915000	0	0	0
1.925000	0	0	0
1.935000	0	0	0
1.945000	0	0	1
1.955000	0	0	0
1.965000	0	0	0
1.975000	0	0	1
1.985000	0	0	1
1.995000	0	0	0
2.005000	0	0	0
2.015000	0	1	1
2.025000	0	0	0
2.035000	0	0	1
2.045000	0	0	0
2.055000	0	0	0
2.065000	0	0	1
2.075000	0	0	1
2.085000	0	0	1
2.095000	0	0	0
2.105000	0	0	1
2.115000	0	0	0
2.125000	0	0	1
2.135000	0	0	0
2.145000	0	0	0
2.155000	0	0	1
2.165000	0	0	0
2.175000	0	0	0
2.185000	0	0	0
2.195000	0	0	0
2.205000	0	0	0
2.215000	0	0	1
2.225000	0	0	0
2.235000	0	0	0
2.245000	0	0	0
2.255000	0	0	0
2.265000	0	0	0
2.275000	0	0	0
2.285000	0	0	0
2.295000	0	0	0
2.305000	0	0	0
2.315000	0	0	2
2.325000	0	0	0
2.335000	0	0	0
2.345000	0	0	0
2.355000	0	0	0
2.365000	0	0	1
2.375000	0	0	0
2.385000	0	0	0
2.395000	0	0	0
2.405000	0	0	0
2.415000	0	0	0
2.425000	0	0	0
2.435000	0	0	0
2.445000	0	0	0
2.455000	0	0	0
2.465000	0	0	0
2.475000	0	0	0
2.485000	0	0	0
2.495000	0	0	0
2.505000	0	0	1
2.515000	0	0	0
2.525000	0	0	0
2.535000	0	0	1
2.545000	0	0	0
2.555000	0	0	0
2.565000	0	0	0
2.575000	0	0	0
2.585000	0	0	0
2.595000	0	0	0
2.605000	0	0	1
2.615000	0	0	1
2.625000	0	0	0
2.635000	0	0	1
2.645000	0	0	0
2.655000	0	0	0
2.665000	0	0	0
2.675000	0	0	1
2.685000	0	0	0
2.695000	0	0	0
2.705000	0	0	0
2.715000	0	0	0
2.725000	0	0	1
2.735000	0	0	0
2.745000	0	0	0
2.755000	0	0	0
2.765000	0	0	0
2.775000	0	0	0
2.785000	0	0	0
2.795000	0	0	1
2.805000	0	0	0
2.815000	0	0	0
2.825000	0	0	0
2.835000	0	0	0
2.845000	0	0	0
2.855000	0	0	0
2.865000	0	0	0
2.875000	0	0	0
2.885000	0	0	0
2.895000	0	0	0
2.905000	0	0	0
2.915000	0	0	0
2.925000	0	0	0
2.935000	0	0	0
2.945000	0	0	0
2.955000	0	0	0
2.965000	0	0	1
2.975000	0	0	0
2.985000	0	0	0
2.995000	0	0	1
3.005000	0	0	0
3.015000	0	0	0
3.025000	0	0	0
3.035000	0	0	0
3.045000	0	0	0
3.055000	0	0	0
3.065000	0	1	0
3.075000	0	0	0
3.085000	0	0	0
3.095000	0	0	0
3.105000	0	0	0
3.115000	0	0	0
3.125000	0	0	0
3.135000	0	0	0
3.145000	0	0	0
3.155000	0	0	0
3.165000	0	0	0
3.175000	0	0	0
3.185000	0	0	0
3.195000	0	0	0
3.205000	0	0	0
3.215000	0	0	0
3.225000	0	0	0
3.235000	0	0	0
3.245000	0	0	0
3.255000	0	0	0
3.265000	0	0	0
3.275000	0	0	1
3.285000	0	0	0
3.295000	0	0	0
3.305000	0	0	0
3.315000	0	0	0
3.325000	0	0	0
3.335000	0	0	0
3.345000	0	0	1
3.355000	0	0	0
3.365000	0	0	0
3.375000	0	0	0
3.385000	0	0	0
3.395000	0	0	1
3.405000	0	0	0
3.415000	0	0	0
3.425000	0	0	0
3.435000	0	0	0
3.445000	0	0	0
3.455000	0	0	0
3.465000	0	0	0
3.475000	0	0	1
3.485000	0	0	0
3.495000	0	0	0
3.505000	0	0	0
3.515000	0	0	0
3.525000	0	0	0
3.535000	0	0	1
3.545000	0	0	1
3.555000	0	0	0
3.565000	0	0	0
3.575000	0	0	0
3.585000	0	0	0
3.595000	0	0	0
3.605000	0	0	0
3.615000	0	0	0
3.625000	0	0	0
3.635000	0	0	1
3.645000	0	0	0
3.655000	0	0	0
3.665000	0	0	0
3.675000	0	0	0
3.685000	0	0	0
3.695000	0	0	0
3.705000	0	0	0
3.715000	0	0	0
3.725000	0	0	0
3.735000	0	0	0
3.745000	0	0	0
